,canton,search_wohnung,date
745,Waadt,1.0,2017-03-01
746,Appenzell Ausserrhoden,,2017-03-01
747,Glarus,,2017-03-01
748,Jura,,2017-03-01
749,Neuenburg,,2017-03-01
750,Obwalden,,2017-03-01
751,Schaffhausen,,2017-03-01
752,Uri,,2017-03-01
753,Wallis,,2017-03-01
754,Nidwalden,100.0,2016-12-21
755,Basel-Landschaft,51.0,2016-12-21
756,Zug,40.0,2016-12-21
757,Luzern,38.0,2016-12-21
758,Schwyz,29.0,2016-12-21
759,Bern,28.0,2016-12-21
760,Thurgau,26.0,2016-12-21
761,Sankt Gallen,24.0,2016-12-21
762,Zürich,21.0,2016-12-21
763,Aargau,18.0,2016-12-21
764,Basel-Stadt,16.0,2016-12-21
765,Graubünden,15.0,2016-12-21
766,Solothurn,12.0,2016-12-21
767,Wallis,12.0,2016-12-21
768,Freiburg,12.0,2016-12-21
769,Tessin,9.0,2016-12-21
770,Genf,8.0,2016-12-21
771,Waadt,3.0,2016-12-21
772,Appenzell Innerrhoden,,2016-12-21
773,Appenzell Ausserrhoden,,2016-12-21
774,Glarus,,2016-12-21
775,Jura,,2016-12-21
776,Neuenburg,,2016-12-21
777,Obwalden,,2016-12-21
778,Schaffhausen,,2016-12-21
779,Uri,,2016-12-21
780,Appenzell Ausserrhoden,100.0,2017-05-11
781,Obwalden,79.0,2017-05-11
782,Glarus,74.0,2017-05-11
783,Schaffhausen,42.0,2017-05-11
784,Thurgau,31.0,2017-05-11
785,Sankt Gallen,26.0,2017-05-11
786,Basel-Landschaft,26.0,2017-05-11
787,Graubünden,23.0,2017-05-11
788,Zug,21.0,2017-05-11
789,Aargau,17.0,2017-05-11
790,Luzern,16.0,2017-05-11
791,Schwyz,15.0,2017-05-11
792,Basel-Stadt,15.0,2017-05-11
793,Zürich,12.0,2017-05-11
794,Bern,11.0,2017-05-11
795,Solothurn,9.0,2017-05-11
796,Wallis,7.0,2017-05-11
797,Freiburg,6.0,2017-05-11
798,Genf,5.0,2017-05-11
799,Waadt,1.0,2017-05-11
800,Appenzell Innerrhoden,,2017-05-11
801,Jura,,2017-05-11
802,Neuenburg,,2017-05-11
803,Nidwalden,,2017-05-11
804,Tessin,,2017-05-11
805,Uri,,2017-05-11
806,Glarus,100.0,2018-07-31
807,Nidwalden,82.0,2018-07-31
808,Obwalden,80.0,2018-07-31
809,Jura,58.0,2018-07-31
810,Schaffhausen,53.0,2018-07-31
811,Luzern,53.0,2018-07-31
812,Schwyz,50.0,2018-07-31
813,Basel-Stadt,48.0,2018-07-31
814,Basel-Landschaft,48.0,2018-07-31
815,Solothurn,47.0,2018-07-31
816,Sankt Gallen,40.0,2018-07-31
817,Bern,38.0,2018-07-31
818,Thurgau,31.0,2018-07-31
819,Graubünden,28.0,2018-07-31
820,Zürich,27.0,2018-07-31
821,Zug,24.0,2018-07-31
822,Aargau,22.0,2018-07-31
823,Freiburg,14.0,2018-07-31
824,Genf,11.0,2018-07-31
825,Wallis,9.0,2018-07-31
826,Waadt,5.0,2018-07-31
827,Appenzell Innerrhoden,,2018-07-31
828,Appenzell Ausserrhoden,,2018-07-31
829,Neuenburg,,2018-07-31
830,Tessin,,2018-07-31
831,Uri,,2018-07-31
832,Appenzell Ausserrhoden,100.0,2018-08-25
833,Uri,80.0,2018-08-25
834,Graubünden,54.0,2018-08-25
835,Nidwalden,36.0,2018-08-25
836,Zug,34.0,2018-08-25
837,Sankt Gallen,24.0,2018-08-25
838,Thurgau,22.0,2018-08-25
839,Basel-Landschaft,17.0,2018-08-25
840,Luzern,16.0,2018-08-25
841,Aargau,14.0,2018-08-25
842,Basel-Stadt,13.0,2018-08-25
843,Zürich,13.0,2018-08-25
844,Schwyz,10.0,2018-08-25
845,Bern,9.0,2018-08-25
846,Solothurn,9.0,2018-08-25
847,Wallis,9.0,2018-08-25
848,Waadt,7.0,2018-08-25
849,Freiburg,5.0,2018-08-25
850,Tessin,5.0,2018-08-25
851,Appenzell Innerrhoden,,2018-08-25
852,Genf,,2018-08-25
853,Glarus,,2018-08-25
854,Jura,,2018-08-25
855,Neuenburg,,2018-08-25
856,Obwalden,,2018-08-25
857,Schaffhausen,,2018-08-25
858,Nidwalden,100.0,2016-06-22
859,Appenzell Ausserrhoden,87.0,2016-06-22
860,Schaffhausen,54.0,2016-06-22
861,Aargau,40.0,2016-06-22
862,Basel-Landschaft,36.0,2016-06-22
863,Sankt Gallen,36.0,2016-06-22
864,Solothurn,30.0,2016-06-22
865,Zug,28.0,2016-06-22
866,Basel-Stadt,28.0,2016-06-22
867,Luzern,27.0,2016-06-22
868,Zürich,21.0,2016-06-22
869,Thurgau,18.0,2016-06-22
870,Graubünden,16.0,2016-06-22
871,Bern,16.0,2016-06-22
872,Wallis,12.0,2016-06-22
873,Freiburg,12.0,2016-06-22
874,Genf,7.0,2016-06-22
875,Appenzell Innerrhoden,,2016-06-22
876,Glarus,,2016-06-22
877,Jura,,2016-06-22
878,Neuenburg,,2016-06-22
879,Obwalden,,2016-06-22
880,Schwyz,,2016-06-22
881,Tessin,,2016-06-22
882,Uri,,2016-06-22
883,Waadt,,2016-06-22
884,Nidwalden,100.0,2018-03-06
885,Uri,41.0,2018-03-06
886,Schwyz,32.0,2018-03-06
887,Appenzell Ausserrhoden,30.0,2018-03-06
888,Solothurn,29.0,2018-03-06
889,Thurgau,26.0,2018-03-06
890,Sankt Gallen,25.0,2018-03-06
891,Luzern,22.0,2018-03-06
892,Graubünden,22.0,2018-03-06
893,Schaffhausen,20.0,2018-03-06
894,Zug,20.0,2018-03-06
895,Bern,20.0,2018-03-06
896,Jura,19.0,2018-03-06
897,Aargau,17.0,2018-03-06
898,Zürich,17.0,2018-03-06
899,Basel-Landschaft,15.0,2018-03-06
900,Basel-Stadt,12.0,2018-03-06
901,Freiburg,4.0,2018-03-06
902,Waadt,4.0,2018-03-06
903,Wallis,4.0,2018-03-06
904,Genf,2.0,2018-03-06
905,Appenzell Innerrhoden,,2018-03-06
906,Glarus,,2018-03-06
907,Neuenburg,,2018-03-06
908,Obwalden,,2018-03-06
909,Tessin,,2018-03-06
910,Glarus,100.0,2017-01-26
911,Nidwalden,41.0,2017-01-26
912,Appenzell Ausserrhoden,41.0,2017-01-26
913,Schaffhausen,22.0,2017-01-26
914,Schwyz,22.0,2017-01-26
915,Solothurn,20.0,2017-01-26
916,Aargau,17.0,2017-01-26
917,Luzern,16.0,2017-01-26
918,Bern,14.0,2017-01-26
919,Sankt Gallen,13.0,2017-01-26
920,Basel-Landschaft,12.0,2017-01-26
921,Thurgau,11.0,2017-01-26
922,Graubünden,11.0,2017-01-26
923,Zürich,10.0,2017-01-26
924,Wallis,9.0,2017-01-26
925,Basel-Stadt,8.0,2017-01-26
926,Zug,7.0,2017-01-26
927,Freiburg,5.0,2017-01-26
928,Waadt,3.0,2017-01-26
929,Genf,3.0,2017-01-26
930,Appenzell Innerrhoden,,2017-01-26
931,Jura,,2017-01-26
932,Neuenburg,,2017-01-26
933,Obwalden,,2017-01-26
934,Tessin,,2017-01-26
935,Uri,,2017-01-26
936,Nidwalden,100.0,2015-11-14
937,Schaffhausen,49.0,2015-11-14
938,Sankt Gallen,26.0,2015-11-14
939,Bern,24.0,2015-11-14
940,Wallis,23.0,2015-11-14
941,Zug,22.0,2015-11-14
942,Freiburg,21.0,2015-11-14
943,Graubünden,21.0,2015-11-14
944,Luzern,21.0,2015-11-14
945,Solothurn,20.0,2015-11-14
946,Thurgau,19.0,2015-11-14
947,Aargau,17.0,2015-11-14
948,Basel-Landschaft,16.0,2015-11-14
949,Basel-Stadt,15.0,2015-11-14
950,Zürich,12.0,2015-11-14
951,Genf,4.0,2015-11-14
952,Appenzell Innerrhoden,,2015-11-14
953,Appenzell Ausserrhoden,,2015-11-14
954,Glarus,,2015-11-14
955,Jura,,2015-11-14
956,Neuenburg,,2015-11-14
957,Obwalden,,2015-11-14
958,Schwyz,,2015-11-14
959,Tessin,,2015-11-14
960,Uri,,2015-11-14
961,Waadt,,2015-11-14
962,Appenzell Ausserrhoden,100.0,2016-02-15
963,Schaffhausen,62.0,2016-02-15
964,Thurgau,53.0,2016-02-15
965,Basel-Landschaft,31.0,2016-02-15
966,Aargau,30.0,2016-02-15
967,Schwyz,25.0,2016-02-15
968,Luzern,24.0,2016-02-15
969,Zürich,23.0,2016-02-15
970,Sankt Gallen,21.0,2016-02-15
971,Graubünden,19.0,2016-02-15
972,Bern,18.0,2016-02-15
973,Zug,16.0,2016-02-15
974,Basel-Stadt,15.0,2016-02-15
975,Neuenburg,11.0,2016-02-15
976,Freiburg,10.0,2016-02-15
977,Wallis,8.0,2016-02-15
978,Genf,5.0,2016-02-15
979,Waadt,2.0,2016-02-15
980,Appenzell Innerrhoden,,2016-02-15
981,Glarus,,2016-02-15
982,Jura,,2016-02-15
983,Nidwalden,,2016-02-15
984,Obwalden,,2016-02-15
985,Solothurn,,2016-02-15
986,Tessin,,2016-02-15
987,Uri,,2016-02-15
988,Aargau,100.0,2016-10-06
989,Graubünden,82.0,2016-10-06
990,Schwyz,82.0,2016-10-06
991,Zug,77.0,2016-10-06
992,Bern,76.0,2016-10-06
993,Freiburg,67.0,2016-10-06
994,Solothurn,67.0,2016-10-06
995,Zürich,60.0,2016-10-06
996,Thurgau,49.0,2016-10-06
997,Basel-Landschaft,48.0,2016-10-06
998,Luzern,45.0,2016-10-06
999,Basel-Stadt,45.0,2016-10-06
1000,Sankt Gallen,38.0,2016-10-06
1001,Wallis,34.0,2016-10-06
1002,Genf,19.0,2016-10-06
1003,Waadt,15.0,2016-10-06
1004,Appenzell Innerrhoden,,2016-10-06
1005,Appenzell Ausserrhoden,,2016-10-06
1006,Glarus,,2016-10-06
1007,Jura,,2016-10-06
1008,Neuenburg,,2016-10-06
1009,Nidwalden,,2016-10-06
1010,Obwalden,,2016-10-06
1011,Schaffhausen,,2016-10-06
1012,Tessin,,2016-10-06
1013,Uri,,2016-10-06
1014,Appenzell Innerrhoden,100.0,2017-09-19
1015,Appenzell Ausserrhoden,59.0,2017-09-19
1016,Uri,44.0,2017-09-19
1017,Glarus,42.0,2017-09-19
1018,Obwalden,36.0,2017-09-19
1019,Schwyz,35.0,2017-09-19
1020,Nidwalden,31.0,2017-09-19
1021,Graubünden,17.0,2017-09-19
1022,Aargau,17.0,2017-09-19
1023,Thurgau,16.0,2017-09-19
1024,Basel-Stadt,16.0,2017-09-19
1025,Luzern,14.0,2017-09-19
1026,Sankt Gallen,12.0,2017-09-19
1027,Solothurn,12.0,2017-09-19
1028,Zürich,9.0,2017-09-19
1029,Bern,9.0,2017-09-19
1030,Basel-Landschaft,7.0,2017-09-19
1031,Zug,6.0,2017-09-19
1032,Freiburg,6.0,2017-09-19
1033,Tessin,3.0,2017-09-19
1034,Genf,3.0,2017-09-19
1035,Jura,,2017-09-19
1036,Neuenburg,,2017-09-19
1037,Schaffhausen,,2017-09-19
1038,Waadt,,2017-09-19
1039,Wallis,,2017-09-19
1040,Appenzell Innerrhoden,100.0,2017-03-20
1041,Schaffhausen,25.0,2017-03-20
1042,Luzern,11.0,2017-03-20
1043,Thurgau,11.0,2017-03-20
1044,Schwyz,10.0,2017-03-20
1045,Bern,9.0,2017-03-20
1046,Aargau,9.0,2017-03-20
1047,Sankt Gallen,9.0,2017-03-20
1048,Basel-Landschaft,9.0,2017-03-20
1049,Solothurn,8.0,2017-03-20
1050,Zürich,8.0,2017-03-20
1051,Graubünden,7.0,2017-03-20
1052,Zug,7.0,2017-03-20
1053,Basel-Stadt,6.0,2017-03-20
1054,Wallis,3.0,2017-03-20
1055,Genf,3.0,2017-03-20
1056,Tessin,2.0,2017-03-20
1057,Waadt,1.0,2017-03-20
1058,Appenzell Ausserrhoden,,2017-03-20
1059,Freiburg,,2017-03-20
1060,Glarus,,2017-03-20
1061,Jura,,2017-03-20
1062,Neuenburg,,2017-03-20
1063,Nidwalden,,2017-03-20
1064,Obwalden,,2017-03-20
1065,Uri,,2017-03-20
1066,Appenzell Ausserrhoden,100.0,2017-07-17
1067,Nidwalden,86.0,2017-07-17
1068,Zug,72.0,2017-07-17
1069,Schaffhausen,52.0,2017-07-17
1070,Aargau,39.0,2017-07-17
1071,Luzern,34.0,2017-07-17
1072,Thurgau,33.0,2017-07-17
1073,Graubünden,33.0,2017-07-17
1074,Solothurn,29.0,2017-07-17
1075,Sankt Gallen,27.0,2017-07-17
1076,Schwyz,25.0,2017-07-17
1077,Zürich,24.0,2017-07-17
1078,Basel-Stadt,23.0,2017-07-17
1079,Bern,20.0,2017-07-17
1080,Basel-Landschaft,20.0,2017-07-17
1081,Wallis,15.0,2017-07-17
1082,Freiburg,11.0,2017-07-17
1083,Tessin,10.0,2017-07-17
1084,Genf,3.0,2017-07-17
1085,Waadt,3.0,2017-07-17
1086,Appenzell Innerrhoden,,2017-07-17
1087,Glarus,,2017-07-17
1088,Jura,,2017-07-17
1089,Neuenburg,,2017-07-17
1090,Obwalden,,2017-07-17
1091,Uri,,2017-07-17
1092,Obwalden,100.0,2016-01-09
1093,Appenzell Ausserrhoden,66.0,2016-01-09
1094,Schaffhausen,30.0,2016-01-09
1095,Basel-Landschaft,22.0,2016-01-09
1096,Basel-Stadt,19.0,2016-01-09
1097,Zug,18.0,2016-01-09
1098,Graubünden,17.0,2016-01-09
1099,Schwyz,16.0,2016-01-09
1100,Sankt Gallen,16.0,2016-01-09
1101,Luzern,15.0,2016-01-09
1102,Thurgau,14.0,2016-01-09
1103,Aargau,12.0,2016-01-09
1104,Zürich,12.0,2016-01-09
1105,Freiburg,6.0,2016-01-09
1106,Genf,6.0,2016-01-09
1107,Bern,5.0,2016-01-09
1108,Waadt,1.0,2016-01-09
1109,Appenzell Innerrhoden,,2016-01-09
1110,Glarus,,2016-01-09
1111,Jura,,2016-01-09
1112,Neuenburg,,2016-01-09
1113,Nidwalden,,2016-01-09
1114,Solothurn,,2016-01-09
1115,Tessin,,2016-01-09
1116,Uri,,2016-01-09
1117,Wallis,,2016-01-09
1118,Nidwalden,100.0,2015-12-08
1119,Schaffhausen,61.0,2015-12-08
1120,Luzern,25.0,2015-12-08
1121,Basel-Landschaft,24.0,2015-12-08
1122,Thurgau,22.0,2015-12-08
1123,Basel-Stadt,20.0,2015-12-08
1124,Zug,18.0,2015-12-08
1125,Solothurn,16.0,2015-12-08
1126,Aargau,14.0,2015-12-08
1127,Zürich,14.0,2015-12-08
1128,Neuenburg,13.0,2015-12-08
1129,Wallis,13.0,2015-12-08
1130,Tessin,12.0,2015-12-08
1131,Bern,9.0,2015-12-08
1132,Sankt Gallen,7.0,2015-12-08
1133,Genf,7.0,2015-12-08
1134,Appenzell Innerrhoden,,2015-12-08
1135,Appenzell Ausserrhoden,,2015-12-08
1136,Freiburg,,2015-12-08
1137,Glarus,,2015-12-08
1138,Graubünden,,2015-12-08
1139,Jura,,2015-12-08
1140,Obwalden,,2015-12-08
1141,Schwyz,,2015-12-08
1142,Uri,,2015-12-08
1143,Waadt,,2015-12-08
1144,Appenzell Innerrhoden,100.0,2017-10-29
1145,Appenzell Ausserrhoden,39.0,2017-10-29
1146,Schaffhausen,27.0,2017-10-29
1147,Zug,20.0,2017-10-29
1148,Basel-Landschaft,19.0,2017-10-29
1149,Schwyz,18.0,2017-10-29
1150,Luzern,16.0,2017-10-29
1151,Graubünden,15.0,2017-10-29
1152,Solothurn,12.0,2017-10-29
1153,Aargau,12.0,2017-10-29
1154,Thurgau,10.0,2017-10-29
1155,Bern,9.0,2017-10-29
1156,Sankt Gallen,9.0,2017-10-29
1157,Zürich,7.0,2017-10-29
1158,Basel-Stadt,6.0,2017-10-29
1159,Wallis,4.0,2017-10-29
1160,Genf,2.0,2017-10-29
1161,Waadt,1.0,2017-10-29
1162,Freiburg,,2017-10-29
1163,Glarus,,2017-10-29
1164,Jura,,2017-10-29
1165,Neuenburg,,2017-10-29
1166,Nidwalden,,2017-10-29
1167,Obwalden,,2017-10-29
1168,Tessin,,2017-10-29
1169,Uri,,2017-10-29
1170,Obwalden,100.0,2017-08-03
1171,Glarus,59.0,2017-08-03
1172,Appenzell Ausserrhoden,41.0,2017-08-03
1173,Nidwalden,38.0,2017-08-03
1174,Schwyz,37.0,2017-08-03
1175,Aargau,17.0,2017-08-03
1176,Wallis,16.0,2017-08-03
1177,Basel-Landschaft,16.0,2017-08-03
1178,Thurgau,15.0,2017-08-03
1179,Bern,14.0,2017-08-03
1180,Zürich,13.0,2017-08-03
1181,Graubünden,11.0,2017-08-03
1182,Sankt Gallen,11.0,2017-08-03
1183,Solothurn,11.0,2017-08-03
1184,Luzern,11.0,2017-08-03
1185,Zug,9.0,2017-08-03
1186,Basel-Stadt,5.0,2017-08-03
1187,Tessin,4.0,2017-08-03
1188,Waadt,1.0,2017-08-03
1189,Appenzell Innerrhoden,,2017-08-03
1190,Freiburg,,2017-08-03
1191,Genf,,2017-08-03
1192,Jura,,2017-08-03
1193,Neuenburg,,2017-08-03
1194,Schaffhausen,,2017-08-03
1195,Uri,,2017-08-03
1196,Glarus,100.0,2016-04-24
1197,Appenzell Ausserrhoden,67.0,2016-04-24
1198,Basel-Landschaft,50.0,2016-04-24
1199,Schaffhausen,37.0,2016-04-24
1200,Solothurn,36.0,2016-04-24
1201,Schwyz,29.0,2016-04-24
1202,Graubünden,28.0,2016-04-24
1203,Sankt Gallen,26.0,2016-04-24
1204,Zug,24.0,2016-04-24
1205,Luzern,21.0,2016-04-24
1206,Zürich,15.0,2016-04-24
1207,Bern,14.0,2016-04-24
1208,Aargau,14.0,2016-04-24
1209,Thurgau,12.0,2016-04-24
1210,Tessin,11.0,2016-04-24
1211,Freiburg,7.0,2016-04-24
1212,Basel-Stadt,6.0,2016-04-24
1213,Genf,6.0,2016-04-24
1214,Waadt,2.0,2016-04-24
1215,Appenzell Innerrhoden,,2016-04-24
1216,Jura,,2016-04-24
1217,Neuenburg,,2016-04-24
1218,Nidwalden,,2016-04-24
1219,Obwalden,,2016-04-24
1220,Uri,,2016-04-24
1221,Wallis,,2016-04-24
1222,Obwalden,100.0,2016-07-19
1223,Schaffhausen,42.0,2016-07-19
1224,Basel-Landschaft,28.0,2016-07-19
1225,Aargau,25.0,2016-07-19
1226,Luzern,24.0,2016-07-19
1227,Sankt Gallen,22.0,2016-07-19
1228,Zürich,16.0,2016-07-19
1229,Zug,15.0,2016-07-19
1230,Thurgau,14.0,2016-07-19
1231,Basel-Stadt,14.0,2016-07-19
1232,Solothurn,13.0,2016-07-19
1233,Bern,13.0,2016-07-19
1234,Graubünden,11.0,2016-07-19
1235,Freiburg,9.0,2016-07-19
1236,Wallis,9.0,2016-07-19
1237,Genf,2.0,2016-07-19
1238,Waadt,2.0,2016-07-19
1239,Appenzell Innerrhoden,,2016-07-19
1240,Appenzell Ausserrhoden,,2016-07-19
1241,Glarus,,2016-07-19
1242,Jura,,2016-07-19
1243,Neuenburg,,2016-07-19
1244,Nidwalden,,2016-07-19
1245,Schwyz,,2016-07-19
1246,Tessin,,2016-07-19
1247,Uri,,2016-07-19
1248,Glarus,100.0,2018-03-27
1249,Schwyz,59.0,2018-03-27
1250,Nidwalden,52.0,2018-03-27
1251,Appenzell Ausserrhoden,46.0,2018-03-27
1252,Sankt Gallen,40.0,2018-03-27
1253,Aargau,36.0,2018-03-27
1254,Solothurn,35.0,2018-03-27
1255,Zug,34.0,2018-03-27
1256,Schaffhausen,32.0,2018-03-27
1257,Thurgau,28.0,2018-03-27
1258,Basel-Landschaft,26.0,2018-03-27
1259,Bern,26.0,2018-03-27
1260,Graubünden,24.0,2018-03-27
1261,Zürich,24.0,2018-03-27
1262,Basel-Stadt,18.0,2018-03-27
1263,Luzern,15.0,2018-03-27
1264,Waadt,7.0,2018-03-27
1265,Tessin,6.0,2018-03-27
1266,Appenzell Innerrhoden,,2018-03-27
1267,Freiburg,,2018-03-27
1268,Genf,,2018-03-27
1269,Jura,,2018-03-27
1270,Neuenburg,,2018-03-27
1271,Obwalden,,2018-03-27
1272,Uri,,2018-03-27
1273,Wallis,,2018-03-27
1274,Uri,100.0,2017-01-07
1275,Appenzell Ausserrhoden,69.0,2017-01-07
1276,Zug,28.0,2017-01-07
1277,Graubünden,24.0,2017-01-07
1278,Bern,22.0,2017-01-07
1279,Aargau,19.0,2017-01-07
1280,Sankt Gallen,18.0,2017-01-07
1281,Schwyz,18.0,2017-01-07
1282,Solothurn,14.0,2017-01-07
1283,Luzern,13.0,2017-01-07
1284,Zürich,11.0,2017-01-07
1285,Thurgau,11.0,2017-01-07
1286,Tessin,9.0,2017-01-07
1287,Basel-Stadt,9.0,2017-01-07
1288,Freiburg,8.0,2017-01-07
1289,Genf,7.0,2017-01-07
1290,Waadt,4.0,2017-01-07
1291,Appenzell Innerrhoden,,2017-01-07
1292,Basel-Landschaft,,2017-01-07
1293,Glarus,,2017-01-07
1294,Jura,,2017-01-07
1295,Neuenburg,,2017-01-07
1296,Nidwalden,,2017-01-07
1297,Obwalden,,2017-01-07
1298,Schaffhausen,,2017-01-07
1299,Wallis,,2017-01-07
1300,Obwalden,100.0,2016-10-27
1301,Schaffhausen,73.0,2016-10-27
1302,Solothurn,45.0,2016-10-27
1303,Graubünden,36.0,2016-10-27
1304,Sankt Gallen,26.0,2016-10-27
1305,Thurgau,25.0,2016-10-27
1306,Luzern,24.0,2016-10-27
1307,Schwyz,22.0,2016-10-27
1308,Basel-Landschaft,21.0,2016-10-27
1309,Aargau,17.0,2016-10-27
1310,Bern,16.0,2016-10-27
1311,Zürich,15.0,2016-10-27
1312,Zug,14.0,2016-10-27
1313,Basel-Stadt,13.0,2016-10-27
1314,Freiburg,9.0,2016-10-27
1315,Tessin,6.0,2016-10-27
1316,Genf,5.0,2016-10-27
1317,Waadt,2.0,2016-10-27
1318,Appenzell Innerrhoden,,2016-10-27
1319,Appenzell Ausserrhoden,,2016-10-27
1320,Glarus,,2016-10-27
1321,Jura,,2016-10-27
1322,Neuenburg,,2016-10-27
1323,Nidwalden,,2016-10-27
1324,Uri,,2016-10-27
1325,Wallis,,2016-10-27
1326,Glarus,100.0,2017-05-30
1327,Appenzell Ausserrhoden,64.0,2017-05-30
1328,Nidwalden,59.0,2017-05-30
1329,Thurgau,49.0,2017-05-30
1330,Basel-Landschaft,47.0,2017-05-30
1331,Schaffhausen,38.0,2017-05-30
1332,Aargau,33.0,2017-05-30
1333,Solothurn,31.0,2017-05-30
1334,Schwyz,27.0,2017-05-30
1335,Basel-Stadt,27.0,2017-05-30
1336,Sankt Gallen,27.0,2017-05-30
1337,Zug,25.0,2017-05-30
1338,Bern,18.0,2017-05-30
1339,Freiburg,18.0,2017-05-30
1340,Graubünden,16.0,2017-05-30
1341,Zürich,14.0,2017-05-30
1342,Luzern,14.0,2017-05-30
1343,Neuenburg,12.0,2017-05-30
1344,Genf,5.0,2017-05-30
1345,Waadt,4.0,2017-05-30
1346,Appenzell Innerrhoden,,2017-05-30
1347,Jura,,2017-05-30
1348,Obwalden,,2017-05-30
1349,Tessin,,2017-05-30
1350,Uri,,2017-05-30
1351,Wallis,,2017-05-30
1352,Uri,100.0,2016-09-17
1353,Appenzell Ausserrhoden,91.0,2016-09-17
1354,Thurgau,54.0,2016-09-17
1355,Graubünden,29.0,2016-09-17
1356,Luzern,25.0,2016-09-17
1357,Sankt Gallen,21.0,2016-09-17
1358,Aargau,20.0,2016-09-17
1359,Basel-Landschaft,18.0,2016-09-17
1360,Bern,17.0,2016-09-17
1361,Zürich,17.0,2016-09-17
1362,Zug,17.0,2016-09-17
1363,Tessin,13.0,2016-09-17
1364,Solothurn,13.0,2016-09-17
1365,Genf,2.0,2016-09-17
1366,Waadt,2.0,2016-09-17
1367,Appenzell Innerrhoden,,2016-09-17
1368,Basel-Stadt,,2016-09-17
1369,Freiburg,,2016-09-17
1370,Glarus,,2016-09-17
1371,Jura,,2016-09-17
1372,Neuenburg,,2016-09-17
1373,Nidwalden,,2016-09-17
1374,Obwalden,,2016-09-17
1375,Schaffhausen,,2016-09-17
1376,Schwyz,,2016-09-17
1377,Wallis,,2016-09-17
1378,Glarus,100.0,2018-07-10
1379,Schwyz,94.0,2018-07-10
1380,Thurgau,70.0,2018-07-10
1381,Aargau,58.0,2018-07-10
1382,Solothurn,56.0,2018-07-10
1383,Luzern,36.0,2018-07-10
1384,Basel-Stadt,35.0,2018-07-10
1385,Sankt Gallen,33.0,2018-07-10
1386,Zürich,32.0,2018-07-10
1387,Bern,29.0,2018-07-10
1388,Basel-Landschaft,28.0,2018-07-10
1389,Graubünden,24.0,2018-07-10
1390,Zug,21.0,2018-07-10
1391,Freiburg,18.0,2018-07-10
1392,Tessin,9.0,2018-07-10
1393,Waadt,4.0,2018-07-10
1394,Appenzell Innerrhoden,,2018-07-10
1395,Appenzell Ausserrhoden,,2018-07-10
1396,Genf,,2018-07-10
1397,Jura,,2018-07-10
1398,Neuenburg,,2018-07-10
1399,Nidwalden,,2018-07-10
1400,Obwalden,,2018-07-10
1401,Schaffhausen,,2018-07-10
1402,Uri,,2018-07-10
1403,Wallis,,2018-07-10
1404,Appenzell Innerrhoden,100.0,2018-08-04
1405,Appenzell Ausserrhoden,59.0,2018-08-04
1406,Uri,35.0,2018-08-04
1407,Thurgau,26.0,2018-08-04
1408,Solothurn,21.0,2018-08-04
1409,Basel-Stadt,20.0,2018-08-04
1410,Basel-Landschaft,19.0,2018-08-04
1411,Luzern,18.0,2018-08-04
1412,Schwyz,14.0,2018-08-04
1413,Zürich,12.0,2018-08-04
1414,Graubünden,10.0,2018-08-04
1415,Bern,8.0,2018-08-04
1416,Wallis,8.0,2018-08-04
1417,Aargau,7.0,2018-08-04
1418,Sankt Gallen,5.0,2018-08-04
1419,Tessin,4.0,2018-08-04
1420,Waadt,2.0,2018-08-04
1421,Freiburg,,2018-08-04
1422,Genf,,2018-08-04
1423,Glarus,,2018-08-04
1424,Jura,,2018-08-04
1425,Neuenburg,,2018-08-04
1426,Nidwalden,,2018-08-04
1427,Obwalden,,2018-08-04
1428,Schaffhausen,,2018-08-04
1429,Zug,,2018-08-04
1430,Appenzell Innerrhoden,100.0,2016-06-03
1431,Appenzell Ausserrhoden,21.0,2016-06-03
1432,Schaffhausen,15.0,2016-06-03
1433,Schwyz,14.0,2016-06-03
1434,Graubünden,11.0,2016-06-03
1435,Luzern,10.0,2016-06-03
1436,Thurgau,9.0,2016-06-03
1437,Solothurn,9.0,2016-06-03
1438,Sankt Gallen,9.0,2016-06-03
1439,Basel-Landschaft,8.0,2016-06-03
1440,Basel-Stadt,7.0,2016-06-03
1441,Zug,7.0,2016-06-03
1442,Aargau,6.0,2016-06-03
1443,Zürich,5.0,2016-06-03
1444,Bern,4.0,2016-06-03
1445,Freiburg,3.0,2016-06-03
1446,Tessin,3.0,2016-06-03
1447,Genf,2.0,2016-06-03
1448,Glarus,,2016-06-03
1449,Jura,,2016-06-03
1450,Neuenburg,,2016-06-03
1451,Nidwalden,,2016-06-03
1452,Obwalden,,2016-06-03
1453,Uri,,2016-06-03
1454,Waadt,,2016-06-03
1455,Wallis,,2016-06-03
1456,Uri,100.0,2017-10-20
1457,Appenzell Ausserrhoden,74.0,2017-10-20
1458,Schaffhausen,64.0,2017-10-20
1459,Nidwalden,61.0,2017-10-20
1460,Sankt Gallen,24.0,2017-10-20
1461,Graubünden,22.0,2017-10-20
1462,Luzern,21.0,2017-10-20
1463,Aargau,17.0,2017-10-20
1464,Bern,15.0,2017-10-20
1465,Basel-Stadt,15.0,2017-10-20
1466,Zürich,13.0,2017-10-20
1467,Zug,12.0,2017-10-20
1468,Solothurn,12.0,2017-10-20
1469,Thurgau,11.0,2017-10-20
1470,Basel-Landschaft,9.0,2017-10-20
1471,Wallis,8.0,2017-10-20
1472,Genf,6.0,2017-10-20
